,scientific_name,park_name,total_observations,category,common_names,conservation_status
15086,Physostegia virginiana ssp. praemorsa,Yellowstone National Park,217,Vascular Plant,Obedient Plant,
15087,Physostegia virginiana ssp. praemorsa,Yosemite National Park,149,Vascular Plant,Obedient Plant,
15088,Physostegia virginiana ssp. virginiana,Bryce National Park,98,Vascular Plant,Obedient Plant,
15089,Physostegia virginiana ssp. virginiana,Great Smoky Mountains National Park,72,Vascular Plant,Obedient Plant,
15090,Physostegia virginiana ssp. virginiana,Yellowstone National Park,242,Vascular Plant,Obedient Plant,
15091,Physostegia virginiana ssp. virginiana,Yosemite National Park,137,Vascular Plant,Obedient Plant,
15092,Phytolacca americana,Bryce National Park,101,Vascular Plant,"Common Pokeweed, Pokeweed",
15093,Phytolacca americana,Great Smoky Mountains National Park,77,Vascular Plant,"Common Pokeweed, Pokeweed",
15094,Phytolacca americana,Yellowstone National Park,260,Vascular Plant,"Common Pokeweed, Pokeweed",
15095,Phytolacca americana,Yosemite National Park,119,Vascular Plant,"Common Pokeweed, Pokeweed",
15096,Pica hudsonia,Bryce National Park,186,Bird,"Black-Billed Magpie, Magpie",
15097,Pica hudsonia,Great Smoky Mountains National Park,97,Bird,"Black-Billed Magpie, Magpie",
15098,Pica hudsonia,Yellowstone National Park,464,Bird,"Black-Billed Magpie, Magpie",
15099,Pica hudsonia,Yosemite National Park,297,Bird,"Black-Billed Magpie, Magpie",
15100,Pica nuttalli,Bryce National Park,128,Bird,Yellow-Billed Magpie,Species of Concern
15101,Pica nuttalli,Great Smoky Mountains National Park,83,Bird,Yellow-Billed Magpie,Species of Concern
15102,Pica nuttalli,Yellowstone National Park,207,Bird,Yellow-Billed Magpie,Species of Concern
15103,Pica nuttalli,Yosemite National Park,117,Bird,Yellow-Billed Magpie,Species of Concern
15104,Picea abies,Bryce National Park,106,Vascular Plant,Norway Spruce,
15105,Picea abies,Great Smoky Mountains National Park,89,Vascular Plant,Norway Spruce,
15106,Picea abies,Yellowstone National Park,280,Vascular Plant,Norway Spruce,
15107,Picea abies,Yosemite National Park,170,Vascular Plant,Norway Spruce,
15108,Picea glauca,Bryce National Park,102,Vascular Plant,"Black Hills Spruce, Canadian Spruce, Cat Spruce, Skunk Spruce, Western White Spruce, White Spruce",
15109,Picea glauca,Great Smoky Mountains National Park,71,Vascular Plant,"Black Hills Spruce, Canadian Spruce, Cat Spruce, Skunk Spruce, Western White Spruce, White Spruce",
15110,Picea glauca,Yellowstone National Park,283,Vascular Plant,"Black Hills Spruce, Canadian Spruce, Cat Spruce, Skunk Spruce, Western White Spruce, White Spruce",
15111,Picea glauca,Yosemite National Park,159,Vascular Plant,"Black Hills Spruce, Canadian Spruce, Cat Spruce, Skunk Spruce, Western White Spruce, White Spruce",
15112,Picea rubens,Bryce National Park,108,Vascular Plant,Red Spruce,
15113,Picea rubens,Great Smoky Mountains National Park,87,Vascular Plant,Red Spruce,
15114,Picea rubens,Yellowstone National Park,259,Vascular Plant,Red Spruce,
15115,Picea rubens,Yosemite National Park,147,Vascular Plant,Red Spruce,
15116,Picoides albolarvatus,Bryce National Park,86,Bird,White-Headed Woodpecker,
15117,Picoides albolarvatus,Great Smoky Mountains National Park,87,Bird,White-Headed Woodpecker,
15118,Picoides albolarvatus,Yellowstone National Park,246,Bird,White-Headed Woodpecker,
15119,Picoides albolarvatus,Yosemite National Park,116,Bird,White-Headed Woodpecker,
15120,Picoides borealis,Bryce National Park,24,Bird,Red-Cockaded Woodpecker,Endangered
15121,Picoides borealis,Great Smoky Mountains National Park,15,Bird,Red-Cockaded Woodpecker,Endangered
15122,Picoides borealis,Yellowstone National Park,64,Bird,Red-Cockaded Woodpecker,Endangered
15123,Picoides borealis,Yosemite National Park,43,Bird,Red-Cockaded Woodpecker,Endangered
15124,Picoides dorsalis,Bryce National Park,83,Bird,American Three-Toed Woodpecker,
15125,Picoides dorsalis,Great Smoky Mountains National Park,62,Bird,American Three-Toed Woodpecker,
15126,Picoides dorsalis,Yellowstone National Park,228,Bird,American Three-Toed Woodpecker,
15127,Picoides dorsalis,Yosemite National Park,135,Bird,American Three-Toed Woodpecker,
15128,Picoides nuttallii,Bryce National Park,128,Bird,Nuttall's Woodpecker,
15129,Picoides nuttallii,Great Smoky Mountains National Park,74,Bird,Nuttall's Woodpecker,
15130,Picoides nuttallii,Yellowstone National Park,239,Bird,Nuttall's Woodpecker,
15131,Picoides nuttallii,Yosemite National Park,170,Bird,Nuttall's Woodpecker,
15132,Picoides pubescens,Bryce National Park,79,Bird,Downy Woodpecker,Species of Concern
15133,Picoides pubescens,Great Smoky Mountains National Park,55,Bird,Downy Woodpecker,Species of Concern
15134,Picoides pubescens,Yellowstone National Park,216,Bird,Downy Woodpecker,Species of Concern
15135,Picoides pubescens,Yosemite National Park,144,Bird,Downy Woodpecker,Species of Concern
15136,Picoides villosus,Bryce National Park,114,Bird,Hairy Woodpecker,
15137,Picoides villosus,Great Smoky Mountains National Park,70,Bird,Hairy Woodpecker,
15138,Picoides villosus,Yellowstone National Park,247,Bird,Hairy Woodpecker,
15139,Picoides villosus,Yosemite National Park,140,Bird,Hairy Woodpecker,
15140,Picris hieracioides,Bryce National Park,88,Vascular Plant,Hawkweed Oxtongue,
15141,Picris hieracioides,Great Smoky Mountains National Park,56,Vascular Plant,Hawkweed Oxtongue,
15142,Picris hieracioides,Yellowstone National Park,259,Vascular Plant,Hawkweed Oxtongue,
15143,Picris hieracioides,Yosemite National Park,173,Vascular Plant,Hawkweed Oxtongue,
15144,Pieris floribunda,Bryce National Park,106,Vascular Plant,"Mountain Fetter-Bush, Mountain Pieris",
15145,Pieris floribunda,Great Smoky Mountains National Park,108,Vascular Plant,"Mountain Fetter-Bush, Mountain Pieris",
15146,Pieris floribunda,Yellowstone National Park,271,Vascular Plant,"Mountain Fetter-Bush, Mountain Pieris",
15147,Pieris floribunda,Yosemite National Park,143,Vascular Plant,"Mountain Fetter-Bush, Mountain Pieris",
15148,Pilea pumila,Bryce National Park,95,Vascular Plant,"Canada Clearweed, Richweed, Clearweed",
15149,Pilea pumila,Great Smoky Mountains National Park,92,Vascular Plant,"Canada Clearweed, Richweed, Clearweed",
15150,Pilea pumila,Yellowstone National Park,239,Vascular Plant,"Canada Clearweed, Richweed, Clearweed",
15151,Pilea pumila,Yosemite National Park,169,Vascular Plant,"Canada Clearweed, Richweed, Clearweed",
15152,Pinicola enucleator,Bryce National Park,82,Bird,Pine Grosbeak,
15153,Pinicola enucleator,Great Smoky Mountains National Park,65,Bird,Pine Grosbeak,
15154,Pinicola enucleator,Yellowstone National Park,265,Bird,Pine Grosbeak,
15155,Pinicola enucleator,Yosemite National Park,149,Bird,Pine Grosbeak,
15156,Pinus,Bryce National Park,94,Vascular Plant,Pine,
15157,Pinus,Great Smoky Mountains National Park,85,Vascular Plant,Pine,
15158,Pinus,Yellowstone National Park,248,Vascular Plant,Pine,
15159,Pinus,Yosemite National Park,154,Vascular Plant,Pine,
15160,Pinus attenuata,Bryce National Park,103,Vascular Plant,Knobcone Pine,
15161,Pinus attenuata,Great Smoky Mountains National Park,64,Vascular Plant,Knobcone Pine,
15162,Pinus attenuata,Yellowstone National Park,246,Vascular Plant,Knobcone Pine,
15163,Pinus attenuata,Yosemite National Park,155,Vascular Plant,Knobcone Pine,
15164,Pinus contorta ssp. murrayana,Bryce National Park,116,Vascular Plant,"Sierra Lodgepole Pine, Tamarack Pine",
15165,Pinus contorta ssp. murrayana,Great Smoky Mountains National Park,47,Vascular Plant,"Sierra Lodgepole Pine, Tamarack Pine",
15166,Pinus contorta ssp. murrayana,Yellowstone National Park,250,Vascular Plant,"Sierra Lodgepole Pine, Tamarack Pine",
15167,Pinus contorta ssp. murrayana,Yosemite National Park,144,Vascular Plant,"Sierra Lodgepole Pine, Tamarack Pine",
15168,Pinus contorta var. latifolia,Bryce National Park,79,Vascular Plant,"Lodgepole Pine, Rocky Mountain Lodgepole Pine, Tall Lodgepole Pine",
15169,Pinus contorta var. latifolia,Great Smoky Mountains National Park,84,Vascular Plant,"Lodgepole Pine, Rocky Mountain Lodgepole Pine, Tall Lodgepole Pine",
15170,Pinus contorta var. latifolia,Yellowstone National Park,273,Vascular Plant,"Lodgepole Pine, Rocky Mountain Lodgepole Pine, Tall Lodgepole Pine",
15171,Pinus contorta var. latifolia,Yosemite National Park,117,Vascular Plant,"Lodgepole Pine, Rocky Mountain Lodgepole Pine, Tall Lodgepole Pine",
15172,Pinus echinata,Bryce National Park,69,Vascular Plant,Short-Leaf Pine,
15173,Pinus echinata,Great Smoky Mountains National Park,76,Vascular Plant,Short-Leaf Pine,
15174,Pinus echinata,Yellowstone National Park,274,Vascular Plant,Short-Leaf Pine,
15175,Pinus echinata,Yosemite National Park,174,Vascular Plant,Short-Leaf Pine,
15176,Pinus flexilis,Bryce National Park,74,Vascular Plant,"Limber Pine, Rocky Mountain White Pine",
15177,Pinus flexilis,Great Smoky Mountains National Park,96,Vascular Plant,"Limber Pine, Rocky Mountain White Pine",
15178,Pinus flexilis,Yellowstone National Park,246,Vascular Plant,"Limber Pine, Rocky Mountain White Pine",
15179,Pinus flexilis,Yosemite National Park,123,Vascular Plant,"Limber Pine, Rocky Mountain White Pine",
15180,Pinus jeffreyi,Bryce National Park,101,Vascular Plant,"Black Pine, Jeffrey Pine, Jeffrey's Pine",
15181,Pinus jeffreyi,Great Smoky Mountains National Park,76,Vascular Plant,"Black Pine, Jeffrey Pine, Jeffrey's Pine",
15182,Pinus jeffreyi,Yellowstone National Park,273,Vascular Plant,"Black Pine, Jeffrey Pine, Jeffrey's Pine",
15183,Pinus jeffreyi,Yosemite National Park,136,Vascular Plant,"Black Pine, Jeffrey Pine, Jeffrey's Pine",
15184,Pinus lambertiana,Bryce National Park,116,Vascular Plant,"California Sugar Pine, Sugar Pine",
15185,Pinus lambertiana,Great Smoky Mountains National Park,88,Vascular Plant,"California Sugar Pine, Sugar Pine",
15186,Pinus lambertiana,Yellowstone National Park,244,Vascular Plant,"California Sugar Pine, Sugar Pine",
15187,Pinus lambertiana,Yosemite National Park,151,Vascular Plant,"California Sugar Pine, Sugar Pine",
15188,Pinus monophylla,Bryce National Park,78,Vascular Plant,"Nut Pine, One-Leaf Pine, Singleleaf Pinyon",
15189,Pinus monophylla,Great Smoky Mountains National Park,108,Vascular Plant,"Nut Pine, One-Leaf Pine, Singleleaf Pinyon",
15190,Pinus monophylla,Yellowstone National Park,253,Vascular Plant,"Nut Pine, One-Leaf Pine, Singleleaf Pinyon",
15191,Pinus monophylla,Yosemite National Park,148,Vascular Plant,"Nut Pine, One-Leaf Pine, Singleleaf Pinyon",
15192,Pinus monticola,Bryce National Park,103,Vascular Plant,"Idaho White Pine, Mountain White Pine, Silver Pine, Western White Pine",
15193,Pinus monticola,Great Smoky Mountains National Park,94,Vascular Plant,"Idaho White Pine, Mountain White Pine, Silver Pine, Western White Pine",
15194,Pinus monticola,Yellowstone National Park,229,Vascular Plant,"Idaho White Pine, Mountain White Pine, Silver Pine, Western White Pine",
15195,Pinus monticola,Yosemite National Park,138,Vascular Plant,"Idaho White Pine, Mountain White Pine, Silver Pine, Western White Pine",
15196,Pinus palustris,Bryce National Park,101,Vascular Plant,Longleaf Pine,
15197,Pinus palustris,Great Smoky Mountains National Park,27,Vascular Plant,Longleaf Pine,
15198,Pinus palustris,Yellowstone National Park,267,Vascular Plant,Longleaf Pine,
15199,Pinus palustris,Yosemite National Park,126,Vascular Plant,Longleaf Pine,
15200,Pinus ponderosa,Bryce National Park,126,Vascular Plant,"Blackjack Pine, Bull Pine, Ponderosa Pine, Rock Pine, Western Yellow Pine",
15201,Pinus ponderosa,Great Smoky Mountains National Park,76,Vascular Plant,"Blackjack Pine, Bull Pine, Ponderosa Pine, Rock Pine, Western Yellow Pine",
15202,Pinus ponderosa,Yellowstone National Park,236,Vascular Plant,"Blackjack Pine, Bull Pine, Ponderosa Pine, Rock Pine, Western Yellow Pine",
15203,Pinus ponderosa,Yosemite National Park,122,Vascular Plant,"Blackjack Pine, Bull Pine, Ponderosa Pine, Rock Pine, Western Yellow Pine",
15204,Pinus pungens,Bryce National Park,98,Vascular Plant,Table Mountain Pine,
15205,Pinus pungens,Great Smoky Mountains National Park,86,Vascular Plant,Table Mountain Pine,
15206,Pinus pungens,Yellowstone National Park,267,Vascular Plant,Table Mountain Pine,
15207,Pinus pungens,Yosemite National Park,138,Vascular Plant,Table Mountain Pine,
15208,Pinus rigida,Bryce National Park,75,Vascular Plant,Pitch Pine,
15209,Pinus rigida,Great Smoky Mountains National Park,60,Vascular Plant,Pitch Pine,
15210,Pinus rigida,Yellowstone National Park,258,Vascular Plant,Pitch Pine,
15211,Pinus rigida,Yosemite National Park,164,Vascular Plant,Pitch Pine,
15212,Pinus sabiniana,Bryce National Park,111,Vascular Plant,"Bull Pine, California Foothill Pine, Digger Pine, Gray Pine",
15213,Pinus sabiniana,Great Smoky Mountains National Park,72,Vascular Plant,"Bull Pine, California Foothill Pine, Digger Pine, Gray Pine",
15214,Pinus sabiniana,Yellowstone National Park,212,Vascular Plant,"Bull Pine, California Foothill Pine, Digger Pine, Gray Pine",
15215,Pinus sabiniana,Yosemite National Park,89,Vascular Plant,"Bull Pine, California Foothill Pine, Digger Pine, Gray Pine",
15216,Pinus strobus,Bryce National Park,129,Vascular Plant,White Pine,
15217,Pinus strobus,Great Smoky Mountains National Park,87,Vascular Plant,White Pine,
15218,Pinus strobus,Yellowstone National Park,258,Vascular Plant,White Pine,
15219,Pinus strobus,Yosemite National Park,203,Vascular Plant,White Pine,
15220,Pinus taeda,Bryce National Park,92,Vascular Plant,Loblolly Pine,
15221,Pinus taeda,Great Smoky Mountains National Park,62,Vascular Plant,Loblolly Pine,
15222,Pinus taeda,Yellowstone National Park,280,Vascular Plant,Loblolly Pine,
15223,Pinus taeda,Yosemite National Park,206,Vascular Plant,Loblolly Pine,
15224,Pinus virginiana,Bryce National Park,92,Vascular Plant,Virginia Or Scrub Pine,
15225,Pinus virginiana,Great Smoky Mountains National Park,77,Vascular Plant,Virginia Or Scrub Pine,
15226,Pinus virginiana,Yellowstone National Park,232,Vascular Plant,Virginia Or Scrub Pine,
15227,Pinus virginiana,Yosemite National Park,159,Vascular Plant,Virginia Or Scrub Pine,
15228,Piperia colemanii,Bryce National Park,96,Vascular Plant,Coleman's Piperia,
15229,Piperia colemanii,Great Smoky Mountains National Park,60,Vascular Plant,Coleman's Piperia,
15230,Piperia colemanii,Yellowstone National Park,226,Vascular Plant,Coleman's Piperia,
15231,Piperia colemanii,Yosemite National Park,180,Vascular Plant,Coleman's Piperia,
15232,Piperia transversa,Bryce National Park,135,Vascular Plant,Royal Rein Orchid,
15233,Piperia transversa,Great Smoky Mountains National Park,71,Vascular Plant,Royal Rein Orchid,
15234,Piperia transversa,Yellowstone National Park,242,Vascular Plant,Royal Rein Orchid,
15235,Piperia transversa,Yosemite National Park,167,Vascular Plant,Royal Rein Orchid,
15236,Piperia unalascensis,Bryce National Park,48,Vascular Plant,"Alaska Bog Orchid, Alaska Rein Orchid, Alaskan Rein-Orchid, Slender-Spire Orchid",
15237,Piperia unalascensis,Great Smoky Mountains National Park,111,Vascular Plant,"Alaska Bog Orchid, Alaska Rein Orchid, Alaskan Rein-Orchid, Slender-Spire Orchid",
15238,Piperia unalascensis,Yellowstone National Park,233,Vascular Plant,"Alaska Bog Orchid, Alaska Rein Orchid, Alaskan Rein-Orchid, Slender-Spire Orchid",
15239,Piperia unalascensis,Yosemite National Park,133,Vascular Plant,"Alaska Bog Orchid, Alaska Rein Orchid, Alaskan Rein-Orchid, Slender-Spire Orchid",
15240,Pipilo chlorurus,Bryce National Park,67,Bird,Green-Tailed Towhee,Species of Concern
15241,Pipilo chlorurus,Great Smoky Mountains National Park,62,Bird,Green-Tailed Towhee,Species of Concern
15242,Pipilo chlorurus,Yellowstone National Park,218,Bird,Green-Tailed Towhee,Species of Concern
15243,Pipilo chlorurus,Yosemite National Park,135,Bird,Green-Tailed Towhee,Species of Concern
15244,Pipilo erythrophthalmus,Bryce National Park,122,Bird,"Eastern Towhee, Rufous-Sided Towhee",
15245,Pipilo erythrophthalmus,Great Smoky Mountains National Park,73,Bird,"Eastern Towhee, Rufous-Sided Towhee",
15246,Pipilo erythrophthalmus,Yellowstone National Park,258,Bird,"Eastern Towhee, Rufous-Sided Towhee",
15247,Pipilo erythrophthalmus,Yosemite National Park,140,Bird,"Eastern Towhee, Rufous-Sided Towhee",
15248,Pipilo maculatus,Bryce National Park,115,Bird,Spotted Towhee,
15249,Pipilo maculatus,Great Smoky Mountains National Park,71,Bird,Spotted Towhee,
15250,Pipilo maculatus,Yellowstone National Park,245,Bird,Spotted Towhee,
15251,Pipilo maculatus,Yosemite National Park,135,Bird,Spotted Towhee,
15252,Pipistrellus subflavus,Bryce National Park,106,Mammal,Eastern Pipistrelle,
15253,Pipistrellus subflavus,Great Smoky Mountains National Park,85,Mammal,Eastern Pipistrelle,
15254,Pipistrellus subflavus,Yellowstone National Park,262,Mammal,Eastern Pipistrelle,
15255,Pipistrellus subflavus,Yosemite National Park,145,Mammal,Eastern Pipistrelle,
15256,Piptatherum exiguum,Bryce National Park,94,Vascular Plant,Little Ricegrass,
15257,Piptatherum exiguum,Great Smoky Mountains National Park,112,Vascular Plant,Little Ricegrass,
15258,Piptatherum exiguum,Yellowstone National Park,265,Vascular Plant,Little Ricegrass,
15259,Piptatherum exiguum,Yosemite National Park,101,Vascular Plant,Little Ricegrass,
15260,Piptochaetium avenaceum,Bryce National Park,135,Vascular Plant,"Blackseed Needlegrass, Needlegrass",
15261,Piptochaetium avenaceum,Great Smoky Mountains National Park,65,Vascular Plant,"Blackseed Needlegrass, Needlegrass",
15262,Piptochaetium avenaceum,Yellowstone National Park,285,Vascular Plant,"Blackseed Needlegrass, Needlegrass",
15263,Piptochaetium avenaceum,Yosemite National Park,144,Vascular Plant,"Blackseed Needlegrass, Needlegrass",
15264,Piranga ludoviciana,Bryce National Park,99,Bird,Western Tanager,
15265,Piranga ludoviciana,Great Smoky Mountains National Park,35,Bird,Western Tanager,
15266,Piranga ludoviciana,Yellowstone National Park,265,Bird,Western Tanager,
15267,Piranga ludoviciana,Yosemite National Park,162,Bird,Western Tanager,
15268,Piranga olivacea,Bryce National Park,87,Bird,Scarlet Tanager,
15269,Piranga olivacea,Great Smoky Mountains National Park,22,Bird,Scarlet Tanager,
15270,Piranga olivacea,Yellowstone National Park,261,Bird,Scarlet Tanager,
15271,Piranga olivacea,Yosemite National Park,123,Bird,Scarlet Tanager,
15272,Piranga rubra,Bryce National Park,51,Bird,Summer Tanager,Species of Concern
15273,Piranga rubra,Great Smoky Mountains National Park,58,Bird,Summer Tanager,Species of Concern
15274,Piranga rubra,Yellowstone National Park,233,Bird,Summer Tanager,Species of Concern
15275,Piranga rubra,Yosemite National Park,141,Bird,Summer Tanager,Species of Concern
15276,Pituophis catenifer catenifer,Bryce National Park,98,Reptile,Pacific Gopher Snake,
15277,Pituophis catenifer catenifer,Great Smoky Mountains National Park,53,Reptile,Pacific Gopher Snake,
15278,Pituophis catenifer catenifer,Yellowstone National Park,261,Reptile,Pacific Gopher Snake,
15279,Pituophis catenifer catenifer,Yosemite National Park,115,Reptile,Pacific Gopher Snake,
15280,Pituophis catenifer sayi,Bryce National Park,90,Reptile,Bullsnake,
15281,Pituophis catenifer sayi,Great Smoky Mountains National Park,73,Reptile,Bullsnake,
15282,Pituophis catenifer sayi,Yellowstone National Park,230,Reptile,Bullsnake,
15283,Pituophis catenifer sayi,Yosemite National Park,120,Reptile,Bullsnake,
15284,Pituophis melanoleucus melanoleucus,Bryce National Park,66,Reptile,Northern Pine Snake,Species of Concern
15285,Pituophis melanoleucus melanoleucus,Great Smoky Mountains National Park,73,Reptile,Northern Pine Snake,Species of Concern
15286,Pituophis melanoleucus melanoleucus,Yellowstone National Park,191,Reptile,Northern Pine Snake,Species of Concern
15287,Pituophis melanoleucus melanoleucus,Yosemite National Park,140,Reptile,Northern Pine Snake,Species of Concern
15288,Pityopsis graminifolia var. graminifolia,Bryce National Park,74,Vascular Plant,Grass-Leaved Golden Aster,
15289,Pityopsis graminifolia var. graminifolia,Great Smoky Mountains National Park,63,Vascular Plant,Grass-Leaved Golden Aster,
15290,Pityopsis graminifolia var. graminifolia,Yellowstone National Park,229,Vascular Plant,Grass-Leaved Golden Aster,
15291,Pityopsis graminifolia var. graminifolia,Yosemite National Park,149,Vascular Plant,Grass-Leaved Golden Aster,
15292,Pityopsis graminifolia var. latifolia,Bryce National Park,115,Vascular Plant,Narrowleaf Silkgrass,
15293,Pityopsis graminifolia var. latifolia,Great Smoky Mountains National Park,68,Vascular Plant,Narrowleaf Silkgrass,
15294,Pityopsis graminifolia var. latifolia,Yellowstone National Park,227,Vascular Plant,Narrowleaf Silkgrass,
15295,Pityopsis graminifolia var. latifolia,Yosemite National Park,155,Vascular Plant,Narrowleaf Silkgrass,
15296,Plagiobothrys hispidulus,Bryce National Park,99,Vascular Plant,Sleeping Popcornflower,
15297,Plagiobothrys hispidulus,Great Smoky Mountains National Park,103,Vascular Plant,Sleeping Popcornflower,
15298,Plagiobothrys hispidulus,Yellowstone National Park,231,Vascular Plant,Sleeping Popcornflower,
15299,Plagiobothrys hispidulus,Yosemite National Park,170,Vascular Plant,Sleeping Popcornflower,
15300,Plagiobothrys myosotoides,Bryce National Park,84,Vascular Plant,Forget-Me-Not Popcornflower,
15301,Plagiobothrys myosotoides,Great Smoky Mountains National Park,116,Vascular Plant,Forget-Me-Not Popcornflower,
15302,Plagiobothrys myosotoides,Yellowstone National Park,249,Vascular Plant,Forget-Me-Not Popcornflower,
15303,Plagiobothrys myosotoides,Yosemite National Park,166,Vascular Plant,Forget-Me-Not Popcornflower,
15304,Plagiobothrys nothofulvus,Bryce National Park,116,Vascular Plant,Rusty Popcornflower,
15305,Plagiobothrys nothofulvus,Great Smoky Mountains National Park,50,Vascular Plant,Rusty Popcornflower,
15306,Plagiobothrys nothofulvus,Yellowstone National Park,231,Vascular Plant,Rusty Popcornflower,
15307,Plagiobothrys nothofulvus,Yosemite National Park,157,Vascular Plant,Rusty Popcornflower,
15308,Plagiobothrys scouleri var. hispidulus,Bryce National Park,79,Vascular Plant,"Meadow Popcornflower, Sleeping Popcornflower",
15309,Plagiobothrys scouleri var. hispidulus,Great Smoky Mountains National Park,80,Vascular Plant,"Meadow Popcornflower, Sleeping Popcornflower",
15310,Plagiobothrys scouleri var. hispidulus,Yellowstone National Park,263,Vascular Plant,"Meadow Popcornflower, Sleeping Popcornflower",
15311,Plagiobothrys scouleri var. hispidulus,Yosemite National Park,138,Vascular Plant,"Meadow Popcornflower, Sleeping Popcornflower",
15312,Plagiobothrys stipitatus var. micranthus,Bryce National Park,76,Vascular Plant,Stalked Popcornflower,
15313,Plagiobothrys stipitatus var. micranthus,Great Smoky Mountains National Park,70,Vascular Plant,Stalked Popcornflower,
15314,Plagiobothrys stipitatus var. micranthus,Yellowstone National Park,263,Vascular Plant,Stalked Popcornflower,
15315,Plagiobothrys stipitatus var. micranthus,Yosemite National Park,181,Vascular Plant,Stalked Popcornflower,
15316,Plagiobothrys torreyi var. diffusus,Bryce National Park,107,Vascular Plant,Torrey's Popcornflower,Species of Concern
15317,Plagiobothrys torreyi var. diffusus,Great Smoky Mountains National Park,49,Vascular Plant,Torrey's Popcornflower,Species of Concern
15318,Plagiobothrys torreyi var. diffusus,Yellowstone National Park,210,Vascular Plant,Torrey's Popcornflower,Species of Concern
15319,Plagiobothrys torreyi var. diffusus,Yosemite National Park,134,Vascular Plant,Torrey's Popcornflower,Species of Concern
15320,Plagiobothrys torreyi var. torreyi,Bryce National Park,114,Vascular Plant,Torrey's Popcornflower,
15321,Plagiobothrys torreyi var. torreyi,Great Smoky Mountains National Park,62,Vascular Plant,Torrey's Popcornflower,
15322,Plagiobothrys torreyi var. torreyi,Yellowstone National Park,231,Vascular Plant,Torrey's Popcornflower,
15323,Plagiobothrys torreyi var. torreyi,Yosemite National Park,148,Vascular Plant,Torrey's Popcornflower,
15324,Plagiomnium carolinianum,Bryce National Park,49,Nonvascular Plant,Carolina Plagiomnium Moss,Species of Concern
15325,Plagiomnium carolinianum,Great Smoky Mountains National Park,87,Nonvascular Plant,Carolina Plagiomnium Moss,Species of Concern
15326,Plagiomnium carolinianum,Yellowstone National Park,234,Nonvascular Plant,Carolina Plagiomnium Moss,Species of Concern
15327,Plagiomnium carolinianum,Yosemite National Park,135,Nonvascular Plant,Carolina Plagiomnium Moss,Species of Concern
15328,Plagiomnium ciliare,Bryce National Park,108,Nonvascular Plant,Plagiomnium Moss,
15329,Plagiomnium ciliare,Great Smoky Mountains National Park,93,Nonvascular Plant,Plagiomnium Moss,
15330,Plagiomnium ciliare,Yellowstone National Park,240,Nonvascular Plant,Plagiomnium Moss,
15331,Plagiomnium ciliare,Yosemite National Park,160,Nonvascular Plant,Plagiomnium Moss,
15332,Plagiomnium cuspidatum,Bryce National Park,87,Nonvascular Plant,Toothed Plagiomnium Moss,
15333,Plagiomnium cuspidatum,Great Smoky Mountains National Park,83,Nonvascular Plant,Toothed Plagiomnium Moss,
15334,Plagiomnium cuspidatum,Yellowstone National Park,252,Nonvascular Plant,Toothed Plagiomnium Moss,
15335,Plagiomnium cuspidatum,Yosemite National Park,144,Nonvascular Plant,Toothed Plagiomnium Moss,
15336,Plagiomnium rostratum,Bryce National Park,100,Nonvascular Plant,Plagiomnium Moss,
15337,Plagiomnium rostratum,Great Smoky Mountains National Park,87,Nonvascular Plant,Plagiomnium Moss,
15338,Plagiomnium rostratum,Yellowstone National Park,239,Nonvascular Plant,Plagiomnium Moss,
15339,Plagiomnium rostratum,Yosemite National Park,152,Nonvascular Plant,Plagiomnium Moss,
15340,Plagiothecium cavifolium,Bryce National Park,66,Nonvascular Plant,Plagiothecium Moss,
15341,Plagiothecium cavifolium,Great Smoky Mountains National Park,87,Nonvascular Plant,Plagiothecium Moss,
15342,Plagiothecium cavifolium,Yellowstone National Park,256,Nonvascular Plant,Plagiothecium Moss,
15343,Plagiothecium cavifolium,Yosemite National Park,140,Nonvascular Plant,Plagiothecium Moss,
15344,Plagiothecium denticulatum,Bryce National Park,122,Nonvascular Plant,Toothed Plagiothecium Moss,
15345,Plagiothecium denticulatum,Great Smoky Mountains National Park,33,Nonvascular Plant,Toothed Plagiothecium Moss,
15346,Plagiothecium denticulatum,Yellowstone National Park,234,Nonvascular Plant,Toothed Plagiothecium Moss,
15347,Plagiothecium denticulatum,Yosemite National Park,150,Nonvascular Plant,Toothed Plagiothecium Moss,
15348,Plagiothecium laetum,Bryce National Park,102,Nonvascular Plant,Plagiothecium Moss,
15349,Plagiothecium laetum,Great Smoky Mountains National Park,85,Nonvascular Plant,Plagiothecium Moss,
15350,Plagiothecium laetum,Yellowstone National Park,273,Nonvascular Plant,Plagiothecium Moss,
15351,Plagiothecium laetum,Yosemite National Park,155,Nonvascular Plant,Plagiothecium Moss,
15352,Plantago,Bryce National Park,124,Vascular Plant,"Indianwheat, Plantain",
15353,Plantago,Great Smoky Mountains National Park,85,Vascular Plant,"Indianwheat, Plantain",
15354,Plantago,Yellowstone National Park,278,Vascular Plant,"Indianwheat, Plantain",
15355,Plantago,Yosemite National Park,166,Vascular Plant,"Indianwheat, Plantain",
15356,Plantago aristata,Bryce National Park,85,Vascular Plant,"Bracted Plantain, Large-Bract Plantain",
15357,Plantago aristata,Great Smoky Mountains National Park,83,Vascular Plant,"Bracted Plantain, Large-Bract Plantain",
15358,Plantago aristata,Yellowstone National Park,217,Vascular Plant,"Bracted Plantain, Large-Bract Plantain",
15359,Plantago aristata,Yosemite National Park,146,Vascular Plant,"Bracted Plantain, Large-Bract Plantain",
